Unnamed: 0,Gender,Age,Bike Lanes
83554,Male,Young,No
59429,Male,Young,No
50201,Male,Young,No
62449,Male,Young,No
89489,Male,Young,No
92724,Female,Young,No
60824,Male,Young,No
99498,Female,Young,Yes
54146,Female,Young,Yes
84020,Male,Young,No
93106,Female,Young,Yes
88695,Female,Young,Yes
56190,Female,Young,Yes
51416,Male,Young,Yes
68473,Female,Young,Yes
79284,Male,Young,No
65179,Female,Young,Yes
83701,Male,Young,No
62611,Male,Young,No
62146,Female,Young,Yes
56115,Male,Young,No
65910,Female,Young,Yes
50823,Female,Young,Yes
65120,Female,Young,Yes
63468,Female,Young,Yes
76499,Female,Young,Yes
92111,Male,Young,No
80190,Male,Young,No
87238,Female,Young,Yes
91569,Female,Young,Yes
86481,Female,Young,Yes
74150,Male,Young,No
55505,Male,Young,No
53920,Female,Young,Yes
88478,Male,Young,No
71125,Female,Young,Yes
99717,Female,Young,Yes
81170,Female,Young,Yes
97609,Female,Young,Yes
61078,Female,Young,Yes
91514,Male,Young,No
72064,Female,Young,Yes
59415,Male,Young,No
88340,Male,Young,No
80265,Male,Young,No
91252,Male,Young,No
64646,Male,Young,No
76337,Male,Young,No
78104,Male,Young,No
67525,Male,Young,No
74714,Male,Young,No
82070,Male,Young,No
53852,Male,Young,No
90040,Female,Young,Yes
65269,Male,Young,No
99146,Female,Young,Yes
80003,Male,Young,No
95926,Male,Young,No
93824,Female,Young,Yes
67242,Male,Young,No
54894,Male,Young,No
50727,Female,Young,Yes
72951,Female,Young,Yes
84658,Female,Young,Yes
95869,Female,Young,Yes
70306,Female,Young,Yes
65271,Female,Young,Yes
72369,Male,Young,No
92684,Male,Young,No
99343,Female,Young,Yes
61734,Female,Young,Yes
68621,Female,Young,Yes
91360,Female,Young,Yes
76805,Male,Young,No
90149,Male,Young,No
97522,Female,Young,Yes
82208,Female,Young,Yes
52532,Female,Young,Yes
67748,Male,Young,No
58272,Male,Young,No
65081,Male,Young,No
63626,Female,Young,Yes
80640,Male,Young,No
80442,Male,Young,No
86057,Male,Young,No
90555,Male,Young,No
86804,Male,Young,No
98224,Male,Young,No
79228,Female,Young,Yes
55635,Female,Young,Yes
55989,Female,Young,Yes
98063,Female,Young,Yes
51814,Male,Young,No
77580,Female,Young,Yes
66825,Male,Young,No
53930,Female,Young,Yes
97450,Female,Young,Yes
75047,Male,Young,No
65729,Male,Young,No
79602,Female,Young,Yes
60432,Female,Young,Yes
75770,Female,Young,Yes
79105,Male,Young,No
90796,Female,Young,Yes
87002,Male,Young,No
85540,Female,Young,Yes
78077,Male,Young,No
67842,Female,Young,Yes
77804,Male,Young,No
57684,Female,Young,Yes
74281,Female,Young,Yes
99405,Female,Young,Yes
98274,Male,Young,No
87190,Male,Young,No
97149,Female,Young,Yes
96915,Male,Young,No
59803,Female,Young,Yes
88800,Female,Young,Yes
74671,Female,Young,Yes
94233,Female,Young,Yes
94255,Male,Young,No
57136,Male,Young,No
96671,Female,Young,Yes
79662,Male,Young,No
67895,Male,Young,No
72020,Male,Young,No
63540,Female,Young,Yes
98685,Male,Young,No
86421,Male,Young,No
59407,Male,Young,No
63415,Female,Young,Yes
56722,Male,Young,No
65603,Male,Young,No
94743,Male,Young,No
81139,Male,Young,No
52731,Female,Young,Yes
84575,Female,Young,Yes
79627,Female,Young,Yes
97894,Female,Young,Yes
92090,Female,Young,Yes
86400,Male,Young,No
56246,Male,Young,No
55547,Male,Young,No
54066,Male,Young,No
62853,Female,Young,Yes
71804,Female,Young,Yes
92311,Male,Young,No
56234,Female,Young,Yes
53864,Female,Young,Yes
85095,Female,Young,Yes
90195,Male,Young,No
83159,Female,Young,Yes
56219,Male,Young,No
86776,Female,Young,Yes
92976,Female,Young,Yes
98467,Female,Young,Yes
64833,Male,Young,No
80094,Male,Young,No
58895,Male,Young,No
56022,Male,Young,No
96088,Female,Young,Yes
65244,Male,Young,No
95307,Male,Young,No
76552,Female,Young,Yes
56036,Female,Young,Yes
57907,Female,Young,Yes
82226,Male,Young,No
56019,Female,Young,Yes
71881,Female,Young,Yes
52793,Female,Young,Yes
92605,Female,Young,Yes
55825,Female,Young,Yes
65389,Male,Young,No
79563,Male,Young,No
89475,Female,Young,Yes
50294,Female,Young,Yes
66959,Female,Young,Yes
88156,Female,Young,Yes
64075,Male,Young,No
71858,Male,Young,No
72081,Male,Young,No
67025,Female,Young,No
58741,Female,Young,Yes
65827,Male,Young,No
52743,Female,Young,Yes
68050,Male,Young,No
99936,Female,Young,Yes
67374,Female,Young,Yes
72023,Male,Young,No
96364,Female,Young,Yes
73539,Male,Young,No
95499,Female,Young,Yes
90185,Female,Young,Yes
59615,Female,Young,Yes
93281,Female,Young,Yes
87891,Male,Young,No
76180,Male,Young,No
95892,Male,Young,No
70935,Male,Young,No
90971,Male,Young,No
72226,Male,Young,No
74383,Male,Young,No
84856,Male,Young,No
86398,Female,Young,Yes
88536,Female,Young,Yes
81756,Female,Young,Yes
57755,Male,Young,No
96638,Female,Young,Yes
93834,Female,Young,Yes
76237,Male,Young,No
97508,Male,Young,No
99596,Male,Young,No
68554,Female,Young,Yes
93136,Female,Young,Yes
86673,Female,Young,Yes
93649,Male,Young,No
53942,Male,Young,No
84691,Male,Young,No
76595,Male,Young,No
73923,Female,Young,Yes
76404,Female,Young,Yes
95942,Female,Young,Yes
91131,Female,Young,Yes
68317,Male,Young,No
86894,Male,Young,No
76697,Male,Young,No
98006,Female,Young,Yes
64172,Male,Young,No
53734,Male,Young,No
57883,Female,Young,Yes
56018,Female,Young,Yes
73031,Male,Young,No
85474,Male,Young,No
99685,Male,Young,No
54819,Male,Young,No
94503,Female,Young,Yes
62009,Male,Young,No
91327,Male,Young,No
59508,Male,Young,No
94798,Female,Young,Yes
84063,Female,Young,No
77476,Male,Young,No
81144,Female,Young,Yes
71237,Female,Young,Yes
51392,Female,Young,Yes
83121,Male,Young,No
87624,Female,Young,Yes
92028,Female,Young,Yes
70836,Female,Young,Yes
64759,Female,Young,Yes
76398,Male,Young,No
56810,Female,Young,Yes
59227,Female,Young,Yes
93194,Male,Young,No
55397,Female,Young,Yes
56945,Female,Young,Yes
73872,Male,Young,No
82493,Male,Young,No
